FULL NAME,GAME_ID,TEAM_ABBRV,CONF,DIVISION,SHOT_CAT,prediction,shot_pt,prob_made,xP,pts
Kentavious Caldwell-Pope,22100899,WAS,East,Southeast,0,0,3,0.35050483,1.051514491,0
Devin Vassell,22100899,SAN,West,Southwest,0,0,3,0.378877623,1.136632869,0
Raul Neto,22100899,WAS,East,Southeast,0,0,2,0.462543937,0.925087874,0
Keita Bates-Diop,22100899,SAN,West,Southwest,1,1,2,0.518711877,1.037423755,2
Kyle Kuzma,22100899,WAS,East,Southeast,1,1,2,0.655367275,1.31073455,2
Tre Jones,22100899,SAN,West,Southwest,0,0,2,0.415029728,0.830059456,0
Lonnie Walker IV,22100899,SAN,West,Southwest,0,0,2,0.364630777,0.729261554,0
Keldon Johnson,22100899,SAN,West,Southwest,0,0,2,0.390440046,0.780880092,0
Keldon Johnson,22100899,SAN,West,Southwest,0,0,3,0.337467324,1.012401973,0
Keldon Johnson,22100899,SAN,West,Southwest,1,0,2,0.333419875,0.66683975,2
Lonnie Walker IV,22100899,SAN,West,Southwest,1,0,2,0.386528064,0.773056128,2
Lonnie Walker IV,22100899,SAN,West,Southwest,1,0,2,0.363225296,0.726450593,2
Keldon Johnson,22100899,SAN,West,Southwest,1,0,2,0.490181077,0.980362154,2
Lonnie Walker IV,22100899,SAN,West,Southwest,1,0,2,0.471302336,0.942604673,2
Lonnie Walker IV,22100899,SAN,West,Southwest,0,0,2,0.383834634,0.767669269,0
Jakob Poeltl,22100899,SAN,West,Southwest,1,1,2,0.69418692,1.38837384,2
Tre Jones,22100899,SAN,West,Southwest,0,0,2,0.316294858,0.632589717,0
Jakob Poeltl,22100899,SAN,West,Southwest,1,1,2,0.529794822,1.059589643,2
Kyle Kuzma,22100899,WAS,East,Southeast,1,0,2,0.326994058,0.653988115,2
Doug McDermott,22100899,SAN,West,Southwest,0,0,3,0.362698001,1.088094003,0
Daniel Gafford,22100899,WAS,East,Southeast,1,0,2,0.3984548,0.796909599,2
Dejounte Murray,22100899,SAN,West,Southwest,0,0,3,0.323868856,0.971606567,0
Kyle Kuzma,22100899,WAS,East,Southeast,1,0,3,0.345052077,1.03515623,3
Devin Vassell,22100899,SAN,West,Southwest,0,0,2,0.36098095,0.721961901,0
Kyle Kuzma,22100899,WAS,East,Southeast,1,0,3,0.353892616,1.061677848,3
Kyle Kuzma,22100899,WAS,East,Southeast,0,0,2,0.393609521,0.787219041,0
Keita Bates-Diop,22100899,SAN,West,Southwest,1,0,2,0.487593761,0.975187522,2
Dejounte Murray,22100899,SAN,West,Southwest,0,1,2,0.646169718,1.292339435,0
Corey Kispert,22100899,WAS,East,Southeast,0,0,3,0.335869764,1.007609293,0
Kyle Kuzma,22100899,WAS,East,Southeast,0,1,2,0.502900231,1.005800461,0
Lonnie Walker IV,22100899,SAN,West,Southwest,1,0,3,0.309781642,0.929344925,3
Raul Neto,22100899,WAS,East,Southeast,0,1,2,0.549374403,1.098748805,0
Kyle Kuzma,22100899,WAS,East,Southeast,0,0,3,0.330127819,0.990383456,0
Dejounte Murray,22100899,SAN,West,Southwest,1,1,2,0.518228344,1.036456689,2
Kentavious Caldwell-Pope,22100899,WAS,East,Southeast,0,0,3,0.35050483,1.051514491,0
Kyle Kuzma,22100899,WAS,East,Southeast,0,0,2,0.419338206,0.838676411,0
Kentavious Caldwell-Pope,22100899,WAS,East,Southeast,0,0,3,0.347920059,1.043760176,0
Daniel Gafford,22100899,WAS,East,Southeast,1,0,2,0.3984548,0.796909599,2
Raul Neto,22100899,WAS,East,Southeast,0,0,2,0.312644042,0.625288085,0
Raul Neto,22100899,WAS,East,Southeast,1,0,2,0.347219599,0.694439197,2
Dejounte Murray,22100899,SAN,West,Southwest,1,0,2,0.396458861,0.792917722,2
Deni Avdija,22100899,WAS,East,Southeast,1,1,2,0.583042844,1.166085689,2
Lonnie Walker IV,22100899,SAN,West,Southwest,0,0,3,0.307215259,0.921645778,0
Dejounte Murray,22100899,SAN,West,Southwest,0,0,2,0.386239465,0.77247893,0
Kentavious Caldwell-Pope,22100899,WAS,East,Southeast,1,0,2,0.341103318,0.682206637,2
Dejounte Murray,22100899,SAN,West,Southwest,0,0,3,0.344694303,1.034082909,0
Raul Neto,22100899,WAS,East,Southeast,0,0,3,0.34412273,1.032368189,0
Corey Kispert,22100899,WAS,East,Southeast,1,0,2,0.330840885,0.66168177,2
Keldon Johnson,22100899,SAN,West,Southwest,1,0,3,0.337467324,1.012401973,3
Deni Avdija,22100899,WAS,East,Southeast,1,0,2,0.491754155,0.98350831,2
Keldon Johnson,22100899,SAN,West,Southwest,0,0,3,0.38758969,1.162769069,0
Lonnie Walker IV,22100899,SAN,West,Southwest,1,1,2,0.799797621,1.599595241,2
Corey Kispert,22100899,WAS,East,Southeast,1,0,3,0.335869764,1.007609293,3
Lonnie Walker IV,22100899,SAN,West,Southwest,1,0,3,0.326728264,0.980184792,3
Devin Vassell,22100899,SAN,West,Southwest,0,0,3,0.316922418,0.950767254,0
Kyle Kuzma,22100899,WAS,East,Southeast,1,0,2,0.389218876,0.778437753,2
Raul Neto,22100899,WAS,East,Southeast,1,0,2,0.405190184,0.810380367,2
Lonnie Walker IV,22100899,SAN,West,Southwest,0,0,2,0.303364506,0.606729011,0
Dejounte Murray,22100899,SAN,West,Southwest,1,0,3,0.347267872,1.041803617,3
Raul Neto,22100899,WAS,East,Southeast,1,0,2,0.322586871,0.645173743,2
Dejounte Murray,22100899,SAN,West,Southwest,0,0,2,0.402072259,0.804144517,0
Corey Kispert,22100899,WAS,East,Southeast,0,0,3,0.335869764,1.007609293,0
Devin Vassell,22100899,SAN,West,Southwest,1,0,2,0.397304089,0.794608178,2
Deni Avdija,22100899,WAS,East,Southeast,0,0,2,0.307962294,0.615924588,0
Daniel Gafford,22100899,WAS,East,Southeast,1,1,2,0.743686,1.487372001,2
Keldon Johnson,22100899,SAN,West,Southwest,0,0,3,0.337467324,1.012401973,0
Daniel Gafford,22100899,WAS,East,Southeast,1,1,2,0.590194408,1.180388816,2
Lonnie Walker IV,22100899,SAN,West,Southwest,0,0,2,0.377502736,0.755005472,0
Lonnie Walker IV,22100899,SAN,West,Southwest,1,0,2,0.303364506,0.606729011,2
Kyle Kuzma,22100899,WAS,East,Southeast,0,0,2,0.453288166,0.906576331,0
Keldon Johnson,22100899,SAN,West,Southwest,0,0,2,0.333419875,0.66683975,0
Jakob Poeltl,22100899,SAN,West,Southwest,1,1,2,0.69418692,1.38837384,2
Daniel Gafford,22100899,WAS,East,Southeast,0,0,2,0.3984548,0.796909599,0
Kyle Kuzma,22100899,WAS,East,Southeast,0,0,2,0.497240357,0.994480714,0
Keldon Johnson,22100899,SAN,West,Southwest,0,0,2,0.421614533,0.843229066,0
Kyle Kuzma,22100899,WAS,East,Southeast,0,1,2,0.502900231,1.005800461,0
Dejounte Murray,22100899,SAN,West,Southwest,1,0,2,0.466202118,0.932404237,2
Kentavious Caldwell-Pope,22100899,WAS,East,Southeast,0,0,3,0.366648892,1.099946676,0
Jakob Poeltl,22100899,SAN,West,Southwest,1,0,2,0.4334658,0.866931601,2
Kyle Kuzma,22100899,WAS,East,Southeast,0,0,3,0.353892616,1.061677848,0
Raul Neto,22100899,WAS,East,Southeast,1,0,3,0.329218463,0.987655389,3
Raul Neto,22100899,WAS,East,Southeast,0,0,3,0.352802306,1.058406917,0
Duncan Robinson,22100900,MIA,East,Southeast,0,0,3,0.341609902,1.024829707,0
Julius Randle,22100900,NYK,East,Atlantic,1,0,2,0.368715348,0.737430696,2
Julius Randle,22100900,NYK,East,Atlantic,0,0,3,0.304656873,0.913970618,0
Jimmy Butler,22100900,MIA,East,Southeast,0,1,2,0.515307331,1.030614661,0
Evan Fournier,22100900,NYK,East,Atlantic,0,0,3,0.366571598,1.099714793,0
Kyle Lowry,22100900,MIA,East,Southeast,0,1,2,0.54969052,1.09938104,0
Duncan Robinson,22100900,MIA,East,Southeast,0,0,3,0.346893062,1.040679186,0
Alec Burks,22100900,NYK,East,Atlantic,0,0,3,0.359942123,1.07982637,0
Duncan Robinson,22100900,MIA,East,Southeast,0,0,3,0.399896729,1.199690186,0
Evan Fournier,22100900,NYK,East,Atlantic,1,1,2,0.523622075,1.047244149,2
Alec Burks,22100900,NYK,East,Atlantic,1,0,2,0.400262319,0.800524637,2
Jimmy Butler,22100900,MIA,East,Southeast,0,0,2,0.391936033,0.783872067,0
RJ Barrett,22100900,NYK,East,Atlantic,1,0,2,0.479272493,0.958544986,2
Jimmy Butler,22100900,MIA,East,Southeast,1,0,2,0.464011554,0.928023108,2
Julius Randle,22100900,NYK,East,Atlantic,0,1,2,0.62834053,1.25668106,0
Julius Randle,22100900,NYK,East,Atlantic,0,0,2,0.387408812,0.774817624,0
Bam Adebayo,22100900,MIA,East,Southeast,1,1,2,0.721817288,1.443634576,2
Evan Fournier,22100900,NYK,East,Atlantic,1,0,3,0.33985029,1.019550869,3
RJ Barrett,22100900,NYK,East,Atlantic,0,0,3,0.326409555,0.979228665,0
Kyle Lowry,22100900,MIA,East,Southeast,1,1,2,0.550797466,1.101594933,2
Alec Burks,22100900,NYK,East,Atlantic,1,0,2,0.37494828,0.749896559,2
Jimmy Butler,22100900,MIA,East,Southeast,0,1,2,0.515307331,1.030614661,0
Julius Randle,22100900,NYK,East,Atlantic,0,0,2,0.385381693,0.770763386,0
Evan Fournier,22100900,NYK,East,Atlantic,0,0,3,0.33985029,1.019550869,0
Kyle Lowry,22100900,MIA,East,Southeast,1,0,3,0.391121105,1.173363315,3
Evan Fournier,22100900,NYK,East,Atlantic,0,0,3,0.361154464,1.083463393,0
Bam Adebayo,22100900,MIA,East,Southeast,0,0,2,0.456354784,0.912709568,0
Julius Randle,22100900,NYK,East,Atlantic,0,0,2,0.48333139,0.96666278,0
Bam Adebayo,22100900,MIA,East,Southeast,1,1,2,0.871651314,1.743302629,2
Jimmy Butler,22100900,MIA,East,Southeast,0,0,2,0.397344586,0.794689172,0
RJ Barrett,22100900,NYK,East,Atlantic,1,0,3,0.348796907,1.04639072,3
Jimmy Butler,22100900,MIA,East,Southeast,0,1,2,0.583319479,1.166638957,0
Evan Fournier,22100900,NYK,East,Atlantic,0,0,3,0.33985029,1.019550869,0
Tyler Herro,22100900,MIA,East,Southeast,1,0,2,0.402097397,0.804194793,2
Immanuel Quickley,22100900,NYK,East,Atlantic,0,0,3,0.350270119,1.050810356,0
Omer Yurtseven,22100900,MIA,East,Southeast,1,0,2,0.483761831,0.967523662,2
Tyler Herro,22100900,MIA,East,Southeast,0,0,2,0.402097397,0.804194793,0
RJ Barrett,22100900,NYK,East,Atlantic,0,0,3,0.306172675,0.918518025,0
Jimmy Butler,22100900,MIA,East,Southeast,1,1,2,0.657697861,1.315395721,2
RJ Barrett,22100900,NYK,East,Atlantic,1,0,3,0.301223652,0.903670956,3
RJ Barrett,22100900,NYK,East,Atlantic,1,0,2,0.479272493,0.958544986,2
Tyler Herro,22100900,MIA,East,Southeast,0,0,2,0.452948564,0.905897129,0
Tyler Herro,22100900,MIA,East,Southeast,1,0,3,0.347433473,1.042300419,3
Immanuel Quickley,22100900,NYK,East,Atlantic,1,0,2,0.426099992,0.852199983,2
Immanuel Quickley,22100900,NYK,East,Atlantic,1,0,2,0.389124849,0.778249697,2
Tyler Herro,22100900,MIA,East,Southeast,1,0,3,0.368947339,1.106842018,3
Immanuel Quickley,22100900,NYK,East,Atlantic,0,0,3,0.32435234,0.973057019,0
Tyler Herro,22100900,MIA,East,Southeast,0,0,2,0.432256181,0.864512361,0
Tyler Herro,22100900,MIA,East,Southeast,1,0,2,0.439418517,0.878837034,2
Caleb Martin,22100900,MIA,East,Southeast,1,1,2,0.543044331,1.086088663,2
Obi Toppin,22100900,NYK,East,Atlantic,1,1,2,0.541132141,1.082264282,2
Caleb Martin,22100900,MIA,East,Southeast,0,0,3,0.357572562,1.072717685,0
Gabe Vincent,22100900,MIA,East,Southeast,1,0,3,0.347596137,1.04278841,3
Evan Fournier,22100900,NYK,East,Atlantic,0,0,3,0.35498116,1.064943479,0
Omer Yurtseven,22100900,MIA,East,Southeast,1,1,2,0.59761294,1.195225881,2
Alec Burks,22100900,NYK,East,Atlantic,0,0,3,0.343933007,1.03179902,0
Tyler Herro,22100900,MIA,East,Southeast,1,0,3,0.344859325,1.034577974,3
Gabe Vincent,22100900,MIA,East,Southeast,0,0,3,0.342307881,1.026923644,0
Evan Fournier,22100900,NYK,East,Atlantic,0,0,2,0.436903165,0.873806331,0
Tyler Herro,22100900,MIA,East,Southeast,0,0,3,0.373246281,1.119738843,0
Mitchell Robinson,22100900,NYK,East,Atlantic,0,1,2,0.596591124,1.193182248,0
Gabe Vincent,22100900,MIA,East,Southeast,0,0,3,0.392723029,1.178169088,0
Evan Fournier,22100900,NYK,East,Atlantic,0,0,2,0.436903165,0.873806331,0
Gabe Vincent,22100900,MIA,East,Southeast,1,0,3,0.453720931,1.361162793,3
Jimmy Butler,22100900,MIA,East,Southeast,0,0,2,0.443223248,0.886446495,0
Julius Randle,22100900,NYK,East,Atlantic,0,0,2,0.359172694,0.718345388,0
P.J. Tucker,22100900,MIA,East,Southeast,1,0,3,0.37991168,1.139735041,3
Bam Adebayo,22100900,MIA,East,Southeast,1,0,2,0.377778446,0.755556892,2
RJ Barrett,22100900,NYK,East,Atlantic,1,0,3,0.303761929,0.911285786,3
Julius Randle,22100900,NYK,East,Atlantic,0,0,2,0.48333139,0.96666278,0
RJ Barrett,22100900,NYK,East,Atlantic,1,0,2,0.479272493,0.958544986,2
P.J. Tucker,22100900,MIA,East,Southeast,1,1,2,0.688989243,1.377978485,2
RJ Barrett,22100900,NYK,East,Atlantic,0,0,3,0.321284893,0.963854679,0
Max Strus,22100900,MIA,East,Southeast,1,0,3,0.368328368,1.104985104,3
RJ Barrett,22100900,NYK,East,Atlantic,1,0,3,0.323913856,0.971741567,3
RJ Barrett,22100900,NYK,East,Atlantic,1,0,3,0.301223652,0.903670956,3
Max Strus,22100900,MIA,East,Southeast,0,0,3,0.3709785,1.112935499,0
Julius Randle,22100900,NYK,East,Atlantic,0,1,2,0.646923504,1.293847008,0
Bam Adebayo,22100900,MIA,East,Southeast,0,1,2,0.767716186,1.535432373,0
Bam Adebayo,22100900,MIA,East,Southeast,1,1,2,0.669542438,1.339084876,2
RJ Barrett,22100900,NYK,East,Atlantic,0,0,2,0.479272493,0.958544986,0
RJ Barrett,22100900,NYK,East,Atlantic,1,0,3,0.320532171,0.961596512,3
Bam Adebayo,22100900,MIA,East,Southeast,0,0,3,0.368519738,1.105559215,0
RJ Barrett,22100900,NYK,East,Atlantic,1,0,2,0.479272493,0.958544986,2
Alec Burks,22100900,NYK,East,Atlantic,1,0,3,0.359942123,1.07982637,3
Jimmy Butler,22100900,MIA,East,Southeast,1,1,2,0.515307331,1.030614661,2
Kyle Lowry,22100900,MIA,East,Southeast,1,1,2,0.550797466,1.101594933,2
Evan Fournier,22100900,NYK,East,Atlantic,1,0,3,0.33985029,1.019550869,3
Duncan Robinson,22100900,MIA,East,Southeast,0,0,3,0.387747412,1.163242237,0
Evan Fournier,22100900,NYK,East,Atlantic,0,1,2,0.682828517,1.365657033,0
Evan Fournier,22100900,NYK,East,Atlantic,1,0,3,0.342554494,1.027663482,3
Jimmy Butler,22100900,MIA,East,Southeast,1,1,2,0.510679696,1.021359391,2
Julius Randle,22100900,NYK,East,Atlantic,0,0,2,0.48333139,0.96666278,0
P.J. Tucker,22100900,MIA,East,Southeast,1,0,3,0.403768945,1.211306834,3
Evan Fournier,22100900,NYK,East,Atlantic,0,0,3,0.361154464,1.083463393,0
Duncan Robinson,22100900,MIA,East,Southeast,0,0,3,0.346893062,1.040679186,0
Julius Randle,22100900,NYK,East,Atlantic,0,0,3,0.309637308,0.928911923,0
Kyle Lowry,22100900,MIA,East,Southeast,0,0,2,0.439887759,0.879775518,0
RJ Barrett,22100900,NYK,East,Atlantic,1,1,2,0.624535868,1.249071736,2
Bam Adebayo,22100900,MIA,East,Southeast,0,1,2,0.680945942,1.361891885,0
Jimmy Butler,22100900,MIA,East,Southeast,0,0,2,0.381859304,0.763718608,0
Jimmy Butler,22100900,MIA,East,Southeast,0,1,2,0.675570867,1.351141735,0
Jimmy Butler,22100900,MIA,East,Southeast,1,0,2,0.483070944,0.966141888,2
Jimmy Butler,22100900,MIA,East,Southeast,1,1,2,0.711037748,1.422075496,2
Julius Randle,22100900,NYK,East,Atlantic,0,0,3,0.348444883,1.045334648,0
RJ Barrett,22100900,NYK,East,Atlantic,0,0,3,0.321284893,0.963854679,0
Alec Burks,22100900,NYK,East,Atlantic,1,0,3,0.39675915,1.19027745,3
Gabe Vincent,22100900,MIA,East,Southeast,0,0,2,0.419411534,0.838823069,0
RJ Barrett,22100900,NYK,East,Atlantic,1,0,2,0.364845945,0.72969189,2
Jimmy Butler,22100900,MIA,East,Southeast,1,1,2,0.515307331,1.030614661,2
RJ Barrett,22100900,NYK,East,Atlantic,0,0,3,0.320532171,0.961596512,0
Tyler Herro,22100900,MIA,East,Southeast,0,0,3,0.342146395,1.026439184,0
Julius Randle,22100900,NYK,East,Atlantic,1,0,2,0.48333139,0.96666278,2
Tyler Herro,22100900,MIA,East,Southeast,1,1,2,0.949531575,1.899063149,2
Evan Fournier,22100900,NYK,East,Atlantic,1,0,2,0.376181458,0.752362916,2
Jimmy Butler,22100900,MIA,East,Southeast,1,0,2,0.381859304,0.763718608,2
Julius Randle,22100900,NYK,East,Atlantic,0,0,2,0.387840128,0.775680256,0
Evan Fournier,22100900,NYK,East,Atlantic,0,0,2,0.376181458,0.752362916,0
Kyle Lowry,22100900,MIA,East,Southeast,0,0,3,0.393989793,1.181969378,0
Omer Yurtseven,22100900,MIA,East,Southeast,1,1,2,0.850791612,1.701583225,2
Obi Toppin,22100900,NYK,East,Atlantic,0,0,3,0.403763378,1.211290133,0
Tyler Herro,22100900,MIA,East,Southeast,1,1,2,0.678870491,1.357740982,2
Gabe Vincent,22100900,MIA,East,Southeast,0,0,3,0.362882299,1.088646897,0
Omer Yurtseven,22100900,MIA,East,Southeast,0,0,2,0.363276079,0.726552158,0
Immanuel Quickley,22100900,NYK,East,Atlantic,0,0,3,0.351056595,1.053169785,0
Obi Toppin,22100900,NYK,East,Atlantic,0,0,3,0.403763378,1.211290133,0
Tyler Herro,22100900,MIA,East,Southeast,1,0,3,0.363515246,1.090545738,3
RJ Barrett,22100900,NYK,East,Atlantic,0,0,2,0.397005911,0.794011822,0
Tyler Herro,22100900,MIA,East,Southeast,0,0,3,0.388313627,1.164940882,0
Immanuel Quickley,22100900,NYK,East,Atlantic,0,0,3,0.330040352,0.990121057,0
Kyle Lowry,22100900,MIA,East,Southeast,0,0,3,0.380393066,1.141179197,0
RJ Barrett,22100900,NYK,East,Atlantic,0,0,2,0.479272493,0.958544986,0
Tyler Herro,22100900,MIA,East,Southeast,0,0,2,0.422168783,0.844337565,0
Caleb Martin,22100900,MIA,East,Southeast,1,1,2,0.682309985,1.36461997,2
Kyle Lowry,22100900,MIA,East,Southeast,0,0,3,0.367583773,1.10275132,0
Tyler Herro,22100900,MIA,East,Southeast,0,0,3,0.363515246,1.090545738,0
Caleb Martin,22100900,MIA,East,Southeast,1,1,2,0.952684644,1.905369288,2
Bam Adebayo,22100900,MIA,East,Southeast,0,1,2,0.523929139,1.047858278,0
Immanuel Quickley,22100900,NYK,East,Atlantic,1,0,3,0.33523569,1.005707069,3
Kyle Lowry,22100900,MIA,East,Southeast,1,0,3,0.416421534,1.249264603,3
Tyler Herro,22100900,MIA,East,Southeast,1,0,2,0.474852437,0.949704874,2
Kyle Lowry,22100900,MIA,East,Southeast,0,0,3,0.416421534,1.249264603,0
Jimmy Butler,22100900,MIA,East,Southeast,0,1,2,0.515307331,1.030614661,0
RJ Barrett,22100900,NYK,East,Atlantic,1,0,2,0.357905267,0.715810533,2
Jimmy Butler,22100900,MIA,East,Southeast,1,0,2,0.381859304,0.763718608,2
Jimmy Butler,22100900,MIA,East,Southeast,0,0,2,0.381859304,0.763718608,0
Kyle Lowry,22100900,MIA,East,Southeast,0,0,3,0.364791615,1.094374846,0
RJ Barrett,22100900,NYK,East,Atlantic,0,1,2,0.624535868,1.249071736,0
Tyler Herro,22100900,MIA,East,Southeast,0,0,3,0.363515246,1.090545738,0
Evan Fournier,22100900,NYK,East,Atlantic,0,0,3,0.385889438,1.157668314,0
Jimmy Butler,22100900,MIA,East,Southeast,0,0,2,0.381859304,0.763718608,0
Bam Adebayo,22100900,MIA,East,Southeast,1,1,2,0.622335119,1.244670237,2
Julius Randle,22100900,NYK,East,Atlantic,0,0,3,0.304656873,0.913970618,0
Tobias Harris,22100901,PHI,East,Atlantic,0,0,2,0.396059772,0.792119543,0
Karl-Anthony Towns,22100901,MIN,West,Northwest,0,0,2,0.465118493,0.930236986,0
Joel Embiid,22100901,PHI,East,Atlantic,0,1,2,0.530426051,1.060852102,0
D'Angelo Russell,22100901,MIN,West,Northwest,1,0,3,0.344937615,1.034812845,3
Joel Embiid,22100901,PHI,East,Atlantic,0,0,2,0.387974131,0.775948261,0
Jarred Vanderbilt,22100901,MIN,West,Northwest,1,1,2,0.92763751,1.855275019,2
Matisse Thybulle,22100901,PHI,East,Atlantic,0,1,2,0.721861233,1.443722466,0
Matisse Thybulle,22100901,PHI,East,Atlantic,1,0,2,0.496385363,0.992770725,2
Karl-Anthony Towns,22100901,MIN,West,Northwest,0,0,3,0.371121148,1.113363443,0
Tyrese Maxey,22100901,PHI,East,Atlantic,1,0,2,0.408703953,0.817407906,2
Karl-Anthony Towns,22100901,MIN,West,Northwest,0,0,2,0.397646729,0.795293458,0
Patrick Beverley,22100901,MIN,West,Northwest,0,0,3,0.342425039,1.027275117,0
Anthony Edwards,22100901,MIN,West,Northwest,0,0,2,0.42014492,0.840289841,0
Joel Embiid,22100901,PHI,East,Atlantic,0,0,2,0.414569439,0.829138878,0
Jarred Vanderbilt,22100901,MIN,West,Northwest,0,0,2,0.443065161,0.886130321,0
Tobias Harris,22100901,PHI,East,Atlantic,1,0,3,0.336502326,1.009506977,3
D'Angelo Russell,22100901,MIN,West,Northwest,1,0,2,0.453162642,0.906325284,2
Tyrese Maxey,22100901,PHI,East,Atlantic,0,0,2,0.459741145,0.919482289,0
Karl-Anthony Towns,22100901,MIN,West,Northwest,1,0,2,0.493849498,0.987698996,2
Tobias Harris,22100901,PHI,East,Atlantic,0,0,3,0.336502326,1.009506977,0
Jaden McDaniels,22100901,MIN,West,Northwest,1,1,2,0.652241755,1.30448351,2
D'Angelo Russell,22100901,MIN,West,Northwest,1,1,2,0.603164991,1.206329981,2
Tyrese Maxey,22100901,PHI,East,Atlantic,1,0,3,0.363645598,1.090936793,3
D'Angelo Russell,22100901,MIN,West,Northwest,0,0,3,0.335210957,1.005632872,0
Joel Embiid,22100901,PHI,East,Atlantic,1,0,3,0.349744584,1.049233752,3
Georges Niang,22100901,PHI,East,Atlantic,1,0,3,0.40970105,1.229103149,3
Jaylen Nowell,22100901,MIN,West,Northwest,1,0,3,0.363574607,1.09072382,3
Danny Green,22100901,PHI,East,Atlantic,1,0,3,0.390474924,1.171424771,3
Karl-Anthony Towns,22100901,MIN,West,Northwest,0,0,3,0.365675595,1.097026785,0
Joel Embiid,22100901,PHI,East,Atlantic,0,0,3,0.368516127,1.105548382,0
Georges Niang,22100901,PHI,East,Atlantic,0,0,3,0.367923618,1.103770853,0
Jaylen Nowell,22100901,MIN,West,Northwest,1,0,2,0.429710803,0.859421607,2
Karl-Anthony Towns,22100901,MIN,West,Northwest,1,0,2,0.427278321,0.854556641,2
Karl-Anthony Towns,22100901,MIN,West,Northwest,0,1,2,0.514522249,1.029044497,0
Tobias Harris,22100901,PHI,East,Atlantic,0,0,2,0.403275651,0.806551301,0
Taurean Prince,22100901,MIN,West,Northwest,0,0,3,0.352429586,1.057288757,0
Anthony Edwards,22100901,MIN,West,Northwest,1,1,2,0.71591379,1.43182758,2
Anthony Edwards,22100901,MIN,West,Northwest,0,0,2,0.469948614,0.939897227,0
Jordan McLaughlin,22100901,MIN,West,Northwest,0,0,2,0.372439425,0.744878849,0
Tobias Harris,22100901,PHI,East,Atlantic,1,0,3,0.382350617,1.14705185,3
Jordan McLaughlin,22100901,MIN,West,Northwest,1,0,3,0.359061777,1.07718533,3
Taurean Prince,22100901,MIN,West,Northwest,1,1,2,0.67742143,1.354842859,2
Shake Milton,22100901,PHI,East,Atlantic,0,0,3,0.350670627,1.05201188,0
Anthony Edwards,22100901,MIN,West,Northwest,0,0,3,0.342986091,1.028958274,0
Naz Reid,22100901,MIN,West,Northwest,1,1,2,0.711207357,1.422414713,2
Tyrese Maxey,22100901,PHI,East,Atlantic,0,0,3,0.407992905,1.223978714,0
Shake Milton,22100901,PHI,East,Atlantic,0,0,3,0.354736364,1.064209092,0
Naz Reid,22100901,MIN,West,Northwest,0,0,3,0.335276473,1.00582942,0
Tyrese Maxey,22100901,PHI,East,Atlantic,1,1,2,0.685403603,1.370807206,2
Tyrese Maxey,22100901,PHI,East,Atlantic,1,1,2,0.724430596,1.448861193,2
Karl-Anthony Towns,22100901,MIN,West,Northwest,1,1,2,0.551740674,1.103481348,2
Joel Embiid,22100901,PHI,East,Atlantic,0,1,2,0.683550567,1.367101134,0
Tobias Harris,22100901,PHI,East,Atlantic,0,0,3,0.341747496,1.025242488,0
D'Angelo Russell,22100901,MIN,West,Northwest,1,0,3,0.335210957,1.005632872,3
Tyrese Maxey,22100901,PHI,East,Atlantic,0,0,2,0.45838396,0.91676792,0
Anthony Edwards,22100901,MIN,West,Northwest,1,0,2,0.399254696,0.798509392,2
Furkan Korkmaz,22100901,PHI,East,Atlantic,0,0,3,0.343892045,1.031676136,0
Matisse Thybulle,22100901,PHI,East,Atlantic,0,0,3,0.344345522,1.033036567,0
Karl-Anthony Towns,22100901,MIN,West,Northwest,0,0,2,0.427278321,0.854556641,0
Jarred Vanderbilt,22100901,MIN,West,Northwest,0,1,2,0.50844824,1.01689648,0
Anthony Edwards,22100901,MIN,West,Northwest,0,0,2,0.432032882,0.864065764,0
Tyrese Maxey,22100901,PHI,East,Atlantic,1,1,2,0.685403603,1.370807206,2
D'Angelo Russell,22100901,MIN,West,Northwest,1,0,2,0.37930346,0.75860692,2
Georges Niang,22100901,PHI,East,Atlantic,0,0,3,0.362497939,1.087493816,0
Joel Embiid,22100901,PHI,East,Atlantic,0,0,2,0.363938927,0.727877854,0
D'Angelo Russell,22100901,MIN,West,Northwest,0,0,3,0.353776806,1.061330418,0
Joel Embiid,22100901,PHI,East,Atlantic,1,0,2,0.341903744,0.683807489,2
Patrick Beverley,22100901,MIN,West,Northwest,0,0,3,0.339868672,1.019606016,0
Jarred Vanderbilt,22100901,MIN,West,Northwest,0,0,2,0.428131034,0.856262069,0
Anthony Edwards,22100901,MIN,West,Northwest,0,0,3,0.342986091,1.028958274,0
D'Angelo Russell,22100901,MIN,West,Northwest,0,0,3,0.330015813,0.99004744,0
Matisse Thybulle,22100901,PHI,East,Atlantic,1,1,2,0.94999702,1.89999404,2
Jaylen Nowell,22100901,MIN,West,Northwest,0,1,2,0.679678879,1.359357758,0
D'Angelo Russell,22100901,MIN,West,Northwest,0,0,3,0.335210957,1.005632872,0
Matisse Thybulle,22100901,PHI,East,Atlantic,0,0,3,0.39063329,1.171899869,0
Danny Green,22100901,PHI,East,Atlantic,0,0,3,0.340186705,1.020560115,0
Matisse Thybulle,22100901,PHI,East,Atlantic,1,1,2,0.843175363,1.686350726,2
D'Angelo Russell,22100901,MIN,West,Northwest,1,0,2,0.408964812,0.817929624,2
Matisse Thybulle,22100901,PHI,East,Atlantic,1,0,3,0.394880591,1.184641773,3
